iter	Logloss
0	0.6537252191
1	0.6152769055
2	0.5806366246
3	0.5483175107
4	0.5138626933
5	0.4845980789
6	0.4536989761
7	0.4257906188
8	0.4008389384
9	0.3750472783
10	0.3522522301
11	0.3322686396
12	0.3113919539
13	0.2911399135
14	0.2735559072
15	0.2576318212
16	0.2422887378
17	0.2282805897
18	0.2144675182
19	0.2016911064
20	0.189356659
21	0.1780439231
22	0.1669712353
23	0.1581537456
24	0.1489174538
25	0.1395051468
26	0.1319628958
27	0.1246985842
28	0.117543539
29	0.110884578
30	0.1052151619
31	0.09877422761
32	0.09319447477
33	0.08835922743
34	0.08398382624
35	0.079960676
36	0.07609074062
37	0.07253931681
38	0.06844523507
39	0.0653238162
40	0.06202746183
41	0.0587089088
42	0.05596086922
43	0.05308355852
44	0.05057669285
45	0.04834515912
46	0.04589015585
47	0.04372580559
48	0.04165442614
49	0.03984625701
50	0.03806916166
51	0.03608052662
52	0.03463177473
53	0.03318927099
54	0.03188178818
55	0.0302678609
56	0.02902354849
57	0.0277673134
58	0.02671133602
59	0.0255186394
60	0.02439030192
61	0.02329719746
62	0.02218373139
63	0.0212585774
64	0.02055776536
65	0.01984272012
66	0.01910686873
67	0.01834939434
68	0.01754074079
69	0.01690534285
70	0.01626721984
71	0.01571837881
72	0.01515585422
73	0.01466195091
74	0.01410275248
75	0.01350226189
76	0.01306432511
77	0.01251638835
78	0.01216491638
79	0.0117205366
80	0.01132116166
81	0.01095564156
82	0.01060882688
83	0.01018764577
84	0.009909416692
85	0.009591530321
86	0.009328921685
87	0.009028915976
88	0.008775826249
89	0.008451037872
90	0.008134475009
91	0.007871743874
92	0.007683858339
93	0.007403547964
94	0.007231505059
95	0.007007684538
96	0.006802908268
97	0.006564162539
98	0.006358807106
99	0.006146063182
100	0.005936679045
101	0.005764045867
102	0.005608952462
103	0.005467007893
104	0.005336362113
105	0.005208809196
106	0.005074459523
107	0.004958164758
108	0.004823143829
109	0.00473143439
110	0.004636339729
111	0.004539256736
112	0.00443266916
113	0.004331703057
114	0.004209813715
115	0.004116557698
116	0.003993914363
117	0.0039133397
118	0.003823038261
119	0.00374367338
120	0.003635783929
121	0.003547013573
122	0.003485430829
123	0.003400803782
124	0.003328856919
125	0.003275857828
126	0.003218170472
127	0.003163753442
128	0.003079011497
129	0.003015976315
130	0.002935526197
131	0.002879759931
132	0.002815816389
133	0.002762774907
134	0.00270813656
135	0.002650620234
136	0.002600321077
137	0.002552525972
138	0.002502915612
139	0.002469636998
140	0.002414109881
141	0.002362930724
142	0.002305996338
143	0.002253782376
144	0.002215607191
145	0.002182471686
146	0.002152292806
147	0.002118258298
148	0.00206909934
149	0.002033683875
150	0.0020020413
151	0.001956542382
152	0.001919654598
153	0.001891536701
154	0.001853155841
155	0.001829600787
156	0.001799773761
157	0.001781617404
158	0.001748408663
159	0.001721914673
160	0.001701498821
161	0.00167620394
162	0.001649890481
163	0.001615548412
164	0.001595484121
165	0.001573778675
166	0.001551995462
167	0.001535876114
168	0.001511107479
169	0.001491524412
170	0.001461755418
171	0.001441230224
172	0.001423981057
173	0.001398600807
174	0.001372450484
175	0.00135296521
176	0.001330009492
177	0.001311116683
178	0.0012986641
179	0.001274314707
180	0.001260197872
181	0.001243404784
182	0.001220940228
183	0.001202657426
184	0.001181205455
185	0.001160504115
186	0.001140040243
187	0.001127943826
188	0.001111707535
189	0.001101823105
190	0.0010868528
191	0.001068464603
192	0.001059521714
193	0.001046345689
194	0.001037228846
195	0.001025907179
196	0.001009105394
197	0.000999826657
198	0.0009873086583
199	0.0009806024597
200	0.0009700434841
201	0.0009625452856
202	0.0009507114064
203	0.0009411018659
204	0.0009325483984
205	0.0009247175687
206	0.0009103847529
207	0.0008996629335
208	0.00089296821
209	0.0008866726292
210	0.0008774145771
211	0.000869902126
212	0.0008575131307
213	0.0008491952313
214	0.0008404985079
215	0.0008339360037
216	0.0008226891079
217	0.0008149092947
218	0.000808655302
219	0.0007969391704
220	0.0007901406595
221	0.0007809981622
222	0.0007737057111
223	0.0007736618573
224	0.0007673409144
225	0.0007609919052
226	0.0007547851284
227	0.0007547971151
228	0.0007442757807
229	0.0007340297752
230	0.0007340343798
231	0.0007277694237
232	0.0007210937035
233	0.000715463312
234	0.0007154926941
235	0.0007096943426
236	0.000703999486
237	0.0006963665832
238	0.0006894885507
239	0.0006894786105
240	0.0006835052091
241	0.0006774385453
242	0.0006774367912
243	0.0006687185795
244	0.0006687055695
245	0.0006614508328
246	0.0006614075637
247	0.0006614036899
248	0.0006613908261
249	0.0006549769863
250	0.0006466009805
251	0.0006383167755
252	0.0006302754474
253	0.000630348464
254	0.0006233583119
255	0.0006233583119
256	0.0006158183061
257	0.0006119488281
258	0.0006118861172
259	0.0006118861172
260	0.0006118861172
261	0.0006046870382
262	0.0005975314476
263	0.0005903262291
264	0.0005903262291
265	0.0005903235979
266	0.0005831382232
267	0.0005770826691
268	0.0005771238186
269	0.0005702362479
270	0.0005702362479
271	0.0005702162578
272	0.0005702162578
273	0.0005702162578
274	0.0005701971814
275	0.0005634452287
276	0.0005635282585
277	0.0005574704751
278	0.0005574704751
279	0.0005574807077
280	0.0005574017708
281	0.0005574023555
282	0.0005574082027
283	0.0005509510572
284	0.0005509407881
285	0.0005509161569
286	0.0005509161569
287	0.0005509161569
288	0.000550922333
289	0.0005445019151
290	0.0005383589456
291	0.0005383638426
292	0.0005383638426
293	0.0005383004008
294	0.0005383628925
295	0.0005383628925
296	0.0005383628925
297	0.0005383628925
298	0.0005383892048
299	0.0005383299656
300	0.0005383132646
301	0.0005383397961
302	0.0005383397961
303	0.0005383395038
304	0.0005382816167
305	0.0005383117297
306	0.0005383117297
307	0.0005383117297
308	0.00053831765
309	0.0005382865137
310	0.0005382823842
311	0.0005382650254
312	0.0005382650254
313	0.0005382650254
314	0.0005382845038
315	0.0005382804838
316	0.0005382804838
317	0.0005382857463
318	0.0005382617729
319	0.0005382951018
320	0.0005382963809
321	0.0005383093908
322	0.0005382809589
323	0.0005382809589
324	0.000538309537
325	0.0005383257264
326	0.0005383257264
327	0.0005383257264
328	0.0005383257264
329	0.0005383257264
330	0.0005382935669
331	0.0005383147629
332	0.0005382907529
333	0.0005382907529
334	0.0005382907529
335	0.0005382907529
336	0.0005383108526
337	0.0005382906433
338	0.0005382906433
339	0.0005382906433
340	0.00053827164
341	0.00053827164
342	0.0005382927629
343	0.0005382488726
344	0.0005382772314
345	0.0005382748925
346	0.000538292434
347	0.000538292434
348	0.0005382315503
349	0.0005382221583
350	0.0005382221583
351	0.0005381977098
352	0.0005382512114
353	0.0005382792413
354	0.0005382271649
355	0.0005382271649
356	0.0005382406134
357	0.0005382625403
358	0.0005382625403
359	0.0005382490918
360	0.0005382205503
361	0.0005382205503
362	0.0005382205503
363	0.0005382205503
364	0.0005382261782
365	0.0005382261782
366	0.0005382261782
367	0.0005382261782
368	0.0005382293576
369	0.0005382255569
370	0.0005382255569
371	0.0005382255569
372	0.0005382255569
373	0.0005382207696
374	0.0005382207696
375	0.0005382147397
376	0.000538210939
377	0.0005381586433
378	0.0005381923377
379	0.0005381923377
380	0.0005381677795
381	0.0005381652945
382	0.0005381497995
383	0.0005381689124
384	0.0005381700819
385	0.0005381700819
386	0.0005381984407
387	0.0005381531981
388	0.0005381877696
389	0.0005381877696
390	0.0005381877696
391	0.0005382082347
392	0.0005382082347
393	0.0005382082347
394	0.0005381694241
395	0.0005381694241
396	0.0005381752347
397	0.000538169826
398	0.0005381484839
399	0.00053815963
400	0.00053815963
401	0.0005381272148
402	0.0005381601417
403	0.0005381601417
404	0.0005381368991
405	0.0005381368991
406	0.0005381368991
407	0.0005381193576
408	0.0005381282746
409	0.0005381043011
410	0.0005381096001
411	0.0005381096001
412	0.0005381276898
413	0.0005381276898
414	0.0005380914374
415	0.0005380964075
416	0.0005381208194
417	0.0005380930088
418	0.0005381102579
419	0.0005381102579
420	0.0005381102579
421	0.0005381102579
422	0.0005381102579
423	0.0005381102579
424	0.0005381271051
425	0.0005381271051
